品类,指标,日期,数值
牛,"牛肉产量(吨,季度)",1991-09-01,437553.0
牛,"牛肉产量(吨,季度)",1991-12-01,438743.0
牛,"牛肉产量(吨,季度)",1992-03-01,423358.0
牛,"牛肉产量(吨,季度)",1992-06-01,453100.0
牛,"牛肉产量(吨,季度)",1992-09-01,460275.0
牛,"牛肉产量(吨,季度)",1992-12-01,460863.0
牛,"牛肉产量(吨,季度)",1993-03-01,412292.0
牛,"牛肉产量(吨,季度)",1993-06-01,453429.0
牛,"牛肉产量(吨,季度)",1993-09-01,465519.0
牛,"牛肉产量(吨,季度)",1993-12-01,442566.0
牛,"牛肉产量(吨,季度)",1994-03-01,428537.0
牛,"牛肉产量(吨,季度)",1994-06-01,449601.0
牛,"牛肉产量(吨,季度)",1994-09-01,474989.0
牛,"牛肉产量(吨,季度)",1994-12-01,452480.0
牛,"牛肉产量(吨,季度)",1995-03-01,396034.0
牛,"牛肉产量(吨,季度)",1995-06-01,442103.0
牛,"牛肉产量(吨,季度)",1995-09-01,427485.0
牛,"牛肉产量(吨,季度)",1995-12-01,418880.0
牛,"牛肉产量(吨,季度)",1996-03-01,430972.0
牛,"牛肉产量(吨,季度)",1996-06-01,433585.0
牛,"牛肉产量(吨,季度)",1996-09-01,410151.0
牛,"牛肉产量(吨,季度)",1996-12-01,423732.0
牛,"牛肉产量(吨,季度)",1997-03-01,438374.0
牛,"牛肉产量(吨,季度)",1997-06-01,499940.0
牛,"牛肉产量(吨,季度)",1997-09-01,491677.0
牛,"牛肉产量(吨,季度)",1997-12-01,466695.0
牛,"牛肉产量(吨,季度)",1998-03-01,462312.0
牛,"牛肉产量(吨,季度)",1998-06-01,490405.0
牛,"牛肉产量(吨,季度)",1998-09-01,496205.0
牛,"牛肉产量(吨,季度)",1998-12-01,495768.0
牛,"牛肉产量(吨,季度)",1999-03-01,491261.0
牛,"牛肉产量(吨,季度)",1999-06-01,489502.0
牛,"牛肉产量(吨,季度)",1999-09-01,492430.0
牛,"牛肉产量(吨,季度)",1999-12-01,482582.0
牛,"牛肉产量(吨,季度)",2000-03-01,472298.0
牛,"牛肉产量(吨,季度)",2000-06-01,505010.0
牛,"牛肉产量(吨,季度)",2000-09-01,521904.0
牛,"牛肉产量(吨,季度)",2000-12-01,519295.0
牛,"牛肉产量(吨,季度)",2001-03-01,502131.0
牛,"牛肉产量(吨,季度)",2001-06-01,542621.0
牛,"牛肉产量(吨,季度)",2001-09-01,534564.0
牛,"牛肉产量(吨,季度)",2001-12-01,468951.0
牛,"牛肉产量(吨,季度)",2002-03-01,450941.0
牛,"牛肉产量(吨,季度)",2002-06-01,541710.0
牛,"牛肉产量(吨,季度)",2002-09-01,534915.0
牛,"牛肉产量(吨,季度)",2002-12-01,527190.0
牛,"牛肉产量(吨,季度)",2003-03-01,473184.0
牛,"牛肉产量(吨,季度)",2003-06-01,499323.0
牛,"牛肉产量(吨,季度)",2003-09-01,489378.0
牛,"牛肉产量(吨,季度)",2003-12-01,497502.0
牛,"牛肉产量(吨,季度)",2004-03-01,483454.0
牛,"牛肉产量(吨,季度)",2004-06-01,527514.0
牛,"牛肉产量(吨,季度)",2004-09-01,551747.0
牛,"牛肉产量(吨,季度)",2004-12-01,518616.0
牛,"牛肉产量(吨,季度)",2005-03-01,490359.0
牛,"牛肉产量(吨,季度)",2005-06-01,572088.0
牛,"牛肉产量(吨,季度)",2005-09-01,504729.0
牛,"牛肉产量(吨,季度)",2005-12-01,495343.0
牛,"牛肉产量(吨,季度)",2006-03-01,510562.0
牛,"牛肉产量(吨,季度)",2006-06-01,538887.0
牛,"牛肉产量(吨,季度)",2006-09-01,549188.0
牛,"牛肉产量(吨,季度)",2006-12-01,560541.0
牛,"牛肉产量(吨,季度)",2007-03-01,548468.0
牛,"牛肉产量(吨,季度)",2007-06-01,537517.0
牛,"牛肉产量(吨,季度)",2007-09-01,525489.0
牛,"牛肉产量(吨,季度)",2007-12-01,528201.0
牛,"牛肉产量(吨,季度)",2008-03-01,481069.0
牛,"牛肉产量(吨,季度)",2008-06-01,570947.0
牛,"牛肉产量(吨,季度)",2008-09-01,533556.0
牛,"牛肉产量(吨,季度)",2008-12-01,528032.0
牛,"牛肉产量(吨,季度)",2009-03-01,511754.0
牛,"牛肉产量(吨,季度)",2009-06-01,525273.0
牛,"牛肉产量(吨,季度)",2009-09-01,540227.0
牛,"牛肉产量(吨,季度)",2009-12-01,489129.0
牛,"牛肉产量(吨,季度)",2010-03-01,481093.0
牛,"牛肉产量(吨,季度)",2010-06-01,546065.0
牛,"牛肉产量(吨,季度)",2010-09-01,529817.0
牛,"牛肉产量(吨,季度)",2010-12-01,523983.0
牛,"牛肉产量(吨,季度)",2011-03-01,495994.0
牛,"牛肉产量(吨,季度)",2011-06-01,539439.0
牛,"牛肉产量(吨,季度)",2011-09-01,525500.0
牛,"牛肉产量(吨,季度)",2011-12-01,525331.0
牛,"牛肉产量(吨,季度)",2012-03-01,504657.0
牛,"牛肉产量(吨,季度)",2012-06-01,518327.0
牛,"牛肉产量(吨,季度)",2012-09-01,541585.0
牛,"牛肉产量(吨,季度)",2012-12-01,548562.0
牛,"牛肉产量(吨,季度)",2013-03-01,524548.0
牛,"牛肉产量(吨,季度)",2013-06-01,591436.0
牛,"牛肉产量(吨,季度)",2013-09-01,613256.0
牛,"牛肉产量(吨,季度)",2013-12-01,589460.0
牛,"牛肉产量(吨,季度)",2014-03-01,601295.0
牛,"牛肉产量(吨,季度)",2014-06-01,618688.0
牛,"牛肉产量(吨,季度)",2014-09-01,678127.0
牛,"牛肉产量(吨,季度)",2014-12-01,655694.0
牛,"牛肉产量(吨,季度)",2015-03-01,633699.0
牛,"牛肉产量(吨,季度)",2015-06-01,654837.0
牛,"牛肉产量(吨,季度)",2015-09-01,643326.0
牛,"牛肉产量(吨,季度)",2015-12-01,582036.0
牛,"牛肉产量(吨,季度)",2016-03-01,527763.0
牛,"牛肉产量(吨,季度)",2016-06-01,562868.0
牛,"牛肉产量(吨,季度)",2016-09-01,496113.0
牛,"牛肉产量(吨,季度)",2016-12-01,514107.0
牛,"牛肉产量(吨,季度)",2017-03-01,494227.0
牛,"牛肉产量(吨,季度)",2017-06-01,544070.0
牛,"牛肉产量(吨,季度)",2017-09-01,570847.0
牛,"牛肉产量(吨,季度)",2017-12-01,521072.0
牛,"牛肉产量(吨,季度)",2018-03-01,530989.0
牛,"牛肉产量(吨,季度)",2018-06-01,596196.0
牛,"牛肉产量(吨,季度)",2018-09-01,604238.0
牛,"牛肉产量(吨,季度)",2018-12-01,557798.0
牛,"牛肉产量(吨,季度)",2019-03-01,574263.0
牛,"牛肉产量(吨,季度)",2019-06-01,591554.0
牛,"牛肉产量(吨,季度)",2019-09-01,629660.0
牛,"牛肉产量(吨,季度)",2019-12-01,608483.0
牛,"牛肉产量(吨,季度)",2020-03-01,567339.0
牛,"牛肉产量(吨,季度)",2020-06-01,540443.0
牛,"牛肉产量(吨,季度)",2020-09-01,517663.0
牛,"牛肉产量(吨,季度)",2020-12-01,477409.0
牛,"牛肉产量(吨,季度)",2021-03-01,444575.0
牛,"牛肉产量(吨,季度)",2021-06-01,477864.0
牛,"牛肉产量(吨,季度)",2021-09-01,496903.0
牛,"牛肉产量(吨,季度)",2021-12-01,463933.0
牛,"牛肉产量(吨,季度)",2022-03-01,434175.0
牛,"牛肉产量(吨,季度)",2022-06-01,473394.0
牛,"牛肉产量(吨,季度)",2022-09-01,493222.0
牛,"牛肉产量(吨,季度)",2022-12-01,468197.0
牛,"牛肉产量(吨,季度)",2023-03-01,498314.0
牛,"牛肉产量(吨,季度)",2023-06-01,544346.0
牛,"牛肉产量(吨,季度)",2023-09-01,588985.0
牛,"牛肉产量(吨,季度)",2023-12-01,577310.0
牛,"牛肉产量(吨,季度)",2024-03-01,569350.0
牛,"牛肉产量(吨,季度)",2024-06-01,648178.0
牛,"牛肉产量(吨,季度)",2024-09-01,690694.0
牛,"牛肉产量(吨,季度)",2024-12-01,660899.0
牛,"牛肉产量(吨,季度)",2025-03-01,679048.0
牛,"牛肉产量(吨,季度)",2025-06-01,717891.0
牛,"牛肉产量(吨,季度)",2025-09-01,759270.0
牛,"牛肉产量(吨,季度)",2025-12-01,714573.0
牛,"牛肉产量(吨,季度)",2026-03-01,730077.0
牛,牛肉小牛肉CPI指数,1972-09-01,7.19
牛,牛肉小牛肉CPI指数,1972-12-01,7.3
牛,牛肉小牛肉CPI指数,1973-03-01,7.74
牛,牛肉小牛肉CPI指数,1973-06-01,8.48
牛,牛肉小牛肉CPI指数,1973-09-01,8.96
牛,牛肉小牛肉CPI指数,1973-12-01,9.3
牛,牛肉小牛肉CPI指数,1974-03-01,9.67
牛,牛肉小牛肉CPI指数,1974-06-01,9.54
牛,牛肉小牛肉CPI指数,1974-09-01,8.76
牛,牛肉小牛肉CPI指数,1974-12-01,7.98
牛,牛肉小牛肉CPI指数,1975-03-01,7.6
牛,牛肉小牛肉CPI指数,1975-06-01,7.6
牛,牛肉小牛肉CPI指数,1975-09-01,7.5
牛,牛肉小牛肉CPI指数,1975-12-01,7.94
牛,牛肉小牛肉CPI指数,1976-03-01,8.14
牛,牛肉小牛肉CPI指数,1976-06-01,8.21
牛,牛肉小牛肉CPI指数,1976-09-01,8.59
牛,牛肉小牛肉CPI指数,1976-12-01,8.86
牛,牛肉小牛肉CPI指数,1977-03-01,8.89
牛,牛肉小牛肉CPI指数,1977-06-01,9.37
牛,牛肉小牛肉CPI指数,1977-09-01,9.4
牛,牛肉小牛肉CPI指数,1977-12-01,9.4
牛,牛肉小牛肉CPI指数,1978-03-01,9.64
牛,牛肉小牛肉CPI指数,1978-06-01,10.18
牛,牛肉小牛肉CPI指数,1978-09-01,11.17
牛,牛肉小牛肉CPI指数,1978-12-01,11.54
牛,牛肉小牛肉CPI指数,1979-03-01,13.54
牛,牛肉小牛肉CPI指数,1979-06-01,17.61
牛,牛肉小牛肉CPI指数,1979-09-01,18.63
牛,牛肉小牛肉CPI指数,1979-12-01,18.5
牛,牛肉小牛肉CPI指数,1980-03-01,19.55
牛,牛肉小牛肉CPI指数,1980-06-01,19.68
牛,牛肉小牛肉CPI指数,1980-09-01,19.72
牛,牛肉小牛肉CPI指数,1980-12-01,19.58
牛,牛肉小牛肉CPI指数,1981-03-01,19.55
牛,牛肉小牛肉CPI指数,1981-06-01,19.45
牛,牛肉小牛肉CPI指数,1981-09-01,19.51
牛,牛肉小牛肉CPI指数,1981-12-01,19.51
牛,牛肉小牛肉CPI指数,1982-03-01,19.17
牛,牛肉小牛肉CPI指数,1982-06-01,19.55
牛,牛肉小牛肉CPI指数,1982-09-01,19.68
牛,牛肉小牛肉CPI指数,1982-12-01,20.12
牛,牛肉小牛肉CPI指数,1983-03-01,20.36
牛,牛肉小牛肉CPI指数,1983-06-01,23.11
牛,牛肉小牛肉CPI指数,1983-09-01,23.01
牛,牛肉小牛肉CPI指数,1983-12-01,22.67
牛,牛肉小牛肉CPI指数,1984-03-01,23.04
牛,牛肉小牛肉CPI指数,1984-06-01,23.25
牛,牛肉小牛肉CPI指数,1984-09-01,23.76
牛,牛肉小牛肉CPI指数,1984-12-01,24.06
牛,牛肉小牛肉CPI指数,1985-03-01,23.93
牛,牛肉小牛肉CPI指数,1985-06-01,24.71
牛,牛肉小牛肉CPI指数,1985-09-01,24.77
牛,牛肉小牛肉CPI指数,1985-12-01,24.81
牛,牛肉小牛肉CPI指数,1986-03-01,24.94
牛,牛肉小牛肉CPI指数,1986-06-01,25.25
牛,牛肉小牛肉CPI指数,1986-09-01,25.62
牛,牛肉小牛肉CPI指数,1986-12-01,26.13
牛,牛肉小牛肉CPI指数,1987-03-01,26.4
牛,牛肉小牛肉CPI指数,1987-06-01,26.67
牛,牛肉小牛肉CPI指数,1987-09-01,27.25
牛,牛肉小牛肉CPI指数,1987-12-01,27.22
牛,牛肉小牛肉CPI指数,1988-03-01,27.69
牛,牛肉小牛肉CPI指数,1988-06-01,29.05
牛,牛肉小牛肉CPI指数,1988-09-01,30.2
牛,牛肉小牛肉CPI指数,1988-12-01,30.31
牛,牛肉小牛肉CPI指数,1989-03-01,31.05
牛,牛肉小牛肉CPI指数,1989-06-01,32.85
牛,牛肉小牛肉CPI指数,1989-09-01,33.6
牛,牛肉小牛肉CPI指数,1989-12-01,33.36
牛,牛肉小牛肉CPI指数,1990-03-01,33.97
牛,牛肉小牛肉CPI指数,1990-06-01,34.79
牛,牛肉小牛肉CPI指数,1990-09-01,34.85
牛,牛肉小牛肉CPI指数,1990-12-01,34.82
牛,牛肉小牛肉CPI指数,1991-03-01,34.99
牛,牛肉小牛肉CPI指数,1991-06-01,35.16
牛,牛肉小牛肉CPI指数,1991-09-01,35.23
牛,牛肉小牛肉CPI指数,1991-12-01,34.89
牛,牛肉小牛肉CPI指数,1992-03-01,34.99
牛,牛肉小牛肉CPI指数,1992-06-01,35.09
牛,牛肉小牛肉CPI指数,1992-09-01,34.65
牛,牛肉小牛肉CPI指数,1992-12-01,34.04
牛,牛肉小牛肉CPI指数,1993-03-01,34.17
牛,牛肉小牛肉CPI指数,1993-06-01,34.28
牛,牛肉小牛肉CPI指数,1993-09-01,35.02
牛,牛肉小牛肉CPI指数,1993-12-01,35.29
牛,牛肉小牛肉CPI指数,1994-03-01,35.67
牛,牛肉小牛肉CPI指数,1994-06-01,36.07
牛,牛肉小牛肉CPI指数,1994-09-01,36.11
牛,牛肉小牛肉CPI指数,1994-12-01,35.77
牛,牛肉小牛肉CPI指数,1995-03-01,35.7
牛,牛肉小牛肉CPI指数,1995-06-01,36.07
牛,牛肉小牛肉CPI指数,1995-09-01,36.89
牛,牛肉小牛肉CPI指数,1995-12-01,36.48
牛,牛肉小牛肉CPI指数,1996-03-01,36.35
牛,牛肉小牛肉CPI指数,1996-06-01,35.91
牛,牛肉小牛肉CPI指数,1996-09-01,35.23
牛,牛肉小牛肉CPI指数,1996-12-01,35.23
牛,牛肉小牛肉CPI指数,1997-03-01,35.02
牛,牛肉小牛肉CPI指数,1997-06-01,35.19
牛,牛肉小牛肉CPI指数,1997-09-01,35.23
牛,牛肉小牛肉CPI指数,1997-12-01,35.4
牛,牛肉小牛肉CPI指数,1998-03-01,35.5
牛,牛肉小牛肉CPI指数,1998-06-01,35.43
牛,牛肉小牛肉CPI指数,1998-09-01,35.4
牛,牛肉小牛肉CPI指数,1998-12-01,35.13
牛,牛肉小牛肉CPI指数,1999-03-01,35.44
牛,牛肉小牛肉CPI指数,1999-06-01,36.59
牛,牛肉小牛肉CPI指数,1999-09-01,36.66
牛,牛肉小牛肉CPI指数,1999-12-01,36.89
牛,牛肉小牛肉CPI指数,2000-03-01,37.73
牛,牛肉小牛肉CPI指数,2000-06-01,38.67
牛,牛肉小牛肉CPI指数,2000-09-01,38.04
牛,牛肉小牛肉CPI指数,2000-12-01,38.33
牛,牛肉小牛肉CPI指数,2001-03-01,40.1
牛,牛肉小牛肉CPI指数,2001-06-01,43.71
牛,牛肉小牛肉CPI指数,2001-09-01,45.12
牛,牛肉小牛肉CPI指数,2001-12-01,47.62
牛,牛肉小牛肉CPI指数,2002-03-01,47.82
牛,牛肉小牛肉CPI指数,2002-06-01,48.22
牛,牛肉小牛肉CPI指数,2002-09-01,46.72
牛,牛肉小牛肉CPI指数,2002-12-01,47.41
牛,牛肉小牛肉CPI指数,2003-03-01,47.72
牛,牛肉小牛肉CPI指数,2003-06-01,48.99
牛,牛肉小牛肉CPI指数,2003-09-01,50.07
牛,牛肉小牛肉CPI指数,2003-12-01,50.16
牛,牛肉小牛肉CPI指数,2004-03-01,50.27
牛,牛肉小牛肉CPI指数,2004-06-01,50.15
牛,牛肉小牛肉CPI指数,2004-09-01,49.71
牛,牛肉小牛肉CPI指数,2004-12-01,51.5
牛,牛肉小牛肉CPI指数,2005-03-01,53.08
牛,牛肉小牛肉CPI指数,2005-06-01,54.32
牛,牛肉小牛肉CPI指数,2005-09-01,54.22
牛,牛肉小牛肉CPI指数,2005-12-01,55.29
牛,牛肉小牛肉CPI指数,2006-03-01,55.84
牛,牛肉小牛肉CPI指数,2006-06-01,56.34
牛,牛肉小牛肉CPI指数,2006-09-01,56.16
牛,牛肉小牛肉CPI指数,2006-12-01,55.11
牛,牛肉小牛肉CPI指数,2007-03-01,54.58
牛,牛肉小牛肉CPI指数,2007-06-01,55.61
牛,牛肉小牛肉CPI指数,2007-09-01,55.39
牛,牛肉小牛肉CPI指数,2007-12-01,55.14
牛,牛肉小牛肉CPI指数,2008-03-01,56.84
牛,牛肉小牛肉CPI指数,2008-06-01,56.56
牛,牛肉小牛肉CPI指数,2008-09-01,56.61
牛,牛肉小牛肉CPI指数,2008-12-01,57.43
牛,牛肉小牛肉CPI指数,2009-03-01,58.57
牛,牛肉小牛肉CPI指数,2009-06-01,58.32
牛,牛肉小牛肉CPI指数,2009-09-01,57.78
牛,牛肉小牛肉CPI指数,2009-12-01,57.74
牛,牛肉小牛肉CPI指数,2010-03-01,58.09
牛,牛肉小牛肉CPI指数,2010-06-01,57.9
牛,牛肉小牛肉CPI指数,2010-09-01,58.45
牛,牛肉小牛肉CPI指数,2010-12-01,56.32
牛,牛肉小牛肉CPI指数,2011-03-01,55.98
牛,牛肉小牛肉CPI指数,2011-06-01,56.09
牛,牛肉小牛肉CPI指数,2011-09-01,55.44
牛,牛肉小牛肉CPI指数,2011-12-01,55.26
牛,牛肉小牛肉CPI指数,2012-03-01,55.93
牛,牛肉小牛肉CPI指数,2012-06-01,56.16
牛,牛肉小牛肉CPI指数,2012-09-01,56.36
牛,牛肉小牛肉CPI指数,2012-12-01,56.16
牛,牛肉小牛肉CPI指数,2013-03-01,56.09
牛,牛肉小牛肉CPI指数,2013-06-01,55.8
牛,牛肉小牛肉CPI指数,2013-09-01,54.37
牛,牛肉小牛肉CPI指数,2013-12-01,54.51
牛,牛肉小牛肉CPI指数,2014-03-01,55.81
牛,牛肉小牛肉CPI指数,2014-06-01,57.57
牛,牛肉小牛肉CPI指数,2014-09-01,58.79
牛,牛肉小牛肉CPI指数,2014-12-01,59.75
牛,牛肉小牛肉CPI指数,2015-03-01,60.99
牛,牛肉小牛肉CPI指数,2015-06-01,62.2
牛,牛肉小牛肉CPI指数,2015-09-01,64.0
牛,牛肉小牛肉CPI指数,2015-12-01,66.66
牛,牛肉小牛肉CPI指数,2016-03-01,68.99
牛,牛肉小牛肉CPI指数,2016-06-01,68.99
牛,牛肉小牛肉CPI指数,2016-09-01,69.68
牛,牛肉小牛肉CPI指数,2016-12-01,69.84
牛,牛肉小牛肉CPI指数,2017-03-01,69.16
牛,牛肉小牛肉CPI指数,2017-06-01,69.39
牛,牛肉小牛肉CPI指数,2017-09-01,69.45
牛,牛肉小牛肉CPI指数,2017-10-01,69.41
牛,牛肉小牛肉CPI指数,2017-11-01,69.22
牛,牛肉小牛肉CPI指数,2017-12-01,69.64
牛,牛肉小牛肉CPI指数,2018-01-01,69.73
牛,牛肉小牛肉CPI指数,2018-02-01,69.78
牛,牛肉小牛肉CPI指数,2018-03-01,70.31
牛,牛肉小牛肉CPI指数,2018-04-01,69.29
牛,牛肉小牛肉CPI指数,2018-05-01,68.4
牛,牛肉小牛肉CPI指数,2018-06-01,69.06
牛,牛肉小牛肉CPI指数,2018-07-01,67.97
牛,牛肉小牛肉CPI指数,2018-08-01,69.51
牛,牛肉小牛肉CPI指数,2018-09-01,69.58
牛,牛肉小牛肉CPI指数,2018-10-01,69.98
牛,牛肉小牛肉CPI指数,2018-11-01,70.44
牛,牛肉小牛肉CPI指数,2018-12-01,70.88
牛,牛肉小牛肉CPI指数,2019-01-01,71.52
牛,牛肉小牛肉CPI指数,2019-02-01,72.73
牛,牛肉小牛肉CPI指数,2019-03-01,72.97
牛,牛肉小牛肉CPI指数,2019-04-01,72.36
牛,牛肉小牛肉CPI指数,2019-05-01,72.98
牛,牛肉小牛肉CPI指数,2019-06-01,73.23
牛,牛肉小牛肉CPI指数,2019-07-01,73.06
牛,牛肉小牛肉CPI指数,2019-08-01,73.56
牛,牛肉小牛肉CPI指数,2019-09-01,74.54
牛,牛肉小牛肉CPI指数,2019-10-01,76.05
牛,牛肉小牛肉CPI指数,2019-11-01,75.8
牛,牛肉小牛肉CPI指数,2019-12-01,76.7
牛,牛肉小牛肉CPI指数,2020-01-01,77.84
牛,牛肉小牛肉CPI指数,2020-02-01,77.91
牛,牛肉小牛肉CPI指数,2020-03-01,79.39
牛,牛肉小牛肉CPI指数,2020-04-01,75.88
牛,牛肉小牛肉CPI指数,2020-05-01,78.88
牛,牛肉小牛肉CPI指数,2020-06-01,78.46
牛,牛肉小牛肉CPI指数,2020-07-01,79.95
牛,牛肉小牛肉CPI指数,2020-08-01,80.38
牛,牛肉小牛肉CPI指数,2020-09-01,80.53
牛,牛肉小牛肉CPI指数,2020-10-01,80.96
牛,牛肉小牛肉CPI指数,2020-11-01,82.11
牛,牛肉小牛肉CPI指数,2020-12-01,82.94
牛,牛肉小牛肉CPI指数,2021-01-01,84.48
牛,牛肉小牛肉CPI指数,2021-02-01,85.45
牛,牛肉小牛肉CPI指数,2021-03-01,86.0
牛,牛肉小牛肉CPI指数,2021-04-01,88.16
牛,牛肉小牛肉CPI指数,2021-05-01,89.29
牛,牛肉小牛肉CPI指数,2021-06-01,89.08
牛,牛肉小牛肉CPI指数,2021-07-01,89.56
牛,牛肉小牛肉CPI指数,2021-08-01,89.33
牛,牛肉小牛肉CPI指数,2021-09-01,89.32
牛,牛肉小牛肉CPI指数,2021-10-01,88.78
牛,牛肉小牛肉CPI指数,2021-11-01,88.96
牛,牛肉小牛肉CPI指数,2021-12-01,89.64
牛,牛肉小牛肉CPI指数,2022-01-01,94.98
牛,牛肉小牛肉CPI指数,2022-02-01,96.18
牛,牛肉小牛肉CPI指数,2022-03-01,96.38
牛,牛肉小牛肉CPI指数,2022-04-01,97.24
牛,牛肉小牛肉CPI指数,2022-05-01,97.64
牛,牛肉小牛肉CPI指数,2022-06-01,97.46
牛,牛肉小牛肉CPI指数,2022-07-01,97.63
牛,牛肉小牛肉CPI指数,2022-08-01,97.62
牛,牛肉小牛肉CPI指数,2022-09-01,97.62
牛,牛肉小牛肉CPI指数,2022-10-01,97.38
牛,牛肉小牛肉CPI指数,2022-11-01,97.04
牛,牛肉小牛肉CPI指数,2022-12-01,97.35
牛,牛肉小牛肉CPI指数,2023-01-01,97.4
牛,牛肉小牛肉CPI指数,2023-02-01,97.17
牛,牛肉小牛肉CPI指数,2023-03-01,97.12
牛,牛肉小牛肉CPI指数,2023-04-01,96.47
牛,牛肉小牛肉CPI指数,2023-05-01,95.71
牛,牛肉小牛肉CPI指数,2023-06-01,95.54
牛,牛肉小牛肉CPI指数,2023-07-01,94.5
牛,牛肉小牛肉CPI指数,2023-08-01,95.0
牛,牛肉小牛肉CPI指数,2023-09-01,94.33
牛,牛肉小牛肉CPI指数,2023-10-01,93.33
牛,牛肉小牛肉CPI指数,2023-11-01,92.96
牛,牛肉小牛肉CPI指数,2023-12-01,92.95
牛,牛肉小牛肉CPI指数,2024-01-01,92.32
牛,牛肉小牛肉CPI指数,2024-02-01,90.9
牛,牛肉小牛肉CPI指数,2024-03-01,91.5
牛,牛肉小牛肉CPI指数,2024-04-01,91.83
牛,牛肉小牛肉CPI指数,2024-05-01,92.51
牛,牛肉小牛肉CPI指数,2024-06-01,92.06
牛,牛肉小牛肉CPI指数,2024-07-01,92.21
牛,牛肉小牛肉CPI指数,2024-08-01,92.95
牛,牛肉小牛肉CPI指数,2024-09-01,92.78
牛,牛肉小牛肉CPI指数,2024-10-01,93.09
牛,牛肉小牛肉CPI指数,2024-11-01,93.59
牛,牛肉小牛肉CPI指数,2024-12-01,93.5
牛,牛肉小牛肉CPI指数,2025-01-01,94.9
牛,牛肉小牛肉CPI指数,2025-02-01,93.91
牛,牛肉小牛肉CPI指数,2025-03-01,94.9
牛,牛肉小牛肉CPI指数,2025-04-01,95.61
牛,牛肉小牛肉CPI指数,2025-05-01,95.85
牛,牛肉小牛肉CPI指数,2025-06-01,96.29
牛,牛肉小牛肉CPI指数,2025-07-01,96.87
牛,牛肉小牛肉CPI指数,2025-08-01,98.52
牛,牛肉小牛肉CPI指数,2025-09-01,98.46
牛,牛肉小牛肉CPI指数,2025-10-01,102.86
牛,牛肉小牛肉CPI指数,2025-11-01,104.21
牛,牛肉小牛肉CPI指数,2025-12-01,103.67
牛,牛肉小牛肉CPI指数,2026-01-01,105.56
牛,牛肉小牛肉CPI指数,2026-02-01,106.6
牛,牛肉小牛肉CPI指数,2026-03-01,106.47
牛,牛肉小牛肉CPI指数,2026-04-01,107.02
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2023-07-01,361.75
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2023-08-01,355.75
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2023-09-01,363.6
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2023-10-01,378.25
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2023-11-01,391.0
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2023-12-01,400.6666666666667
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2024-01-01,411.5
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2024-02-01,418.75
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2024-03-01,419.0
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2024-04-01,418.25
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2024-05-01,413.8
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2024-06-01,410.5
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2024-07-01,408.75
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2024-08-01,413.6
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2024-09-01,421.5
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2024-10-01,430.0
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2024-11-01,443.4
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2024-12-01,453.0
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2025-01-01,453.0
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2025-02-01,452.0
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2025-03-01,451.25
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2025-04-01,448.25
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2025-05-01,446.0
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2025-06-01,451.5
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2025-07-01,451.75
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2025-08-01,456.8
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2025-09-01,461.25
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2025-10-01,461.2
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2025-11-01,464.25
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2025-12-01,468.5
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2026-01-01,468.2
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2026-02-01,468.0
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2026-03-01,465.0
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2026-04-01,454.25
猪,猪价 Buyers NAT 60.1-75kg平均(c/kg HSCW),2026-05-01,433.8
